Name,Age,GPA,Credits_Completed,Year,Pathway
Josh King,17,2.39,28,Sophmore,Early Childhood Education
Hayden Johnson,19,1.22,45,Sophmore,Fine Arts
Marie White,16,3.02,28,Sophmore,Marketing
Hayden Brown,15,0.98,56,Freshman,Early Childhood Education
Joe Brown,14,2.82,28,Sophmore,Engineering
Alex Brown,18,1.53,57,Sophmore,Early Childhood Education
Sophie Foster,19,2.43,26,Super Senior,Engineering
Mac Johnson,15,0.8,9,Freshman,Engineering
Lily German,18,4.2,7,Senior,Early Childhood Education
Daniel Garcia,19,1.13,38,Junior,Bio Med
Sophie Williams,19,3.79,34,Junior,Business
Joe Brown,19,3.39,8,Senior,Business
Lily King,18,1.19,46,Senior,Construction
Ben Jones,19,1.95,59,Senior,Marketing
Mac Fraker,17,4.45,38,Junior,Engineering
Tom Anderson,15,3.05,21,Freshman,Culinary
Emma White,18,4.37,15,Sophmore,Engineering
Ben German,15,3.87,52,Senior,Computer Science
Daniel Moore,18,0.88,36,Sophmore,Computer Science
Rachel German,19,1.17,9,Junior,Business
Alex German,17,4.37,44,Super Senior,Culinary
Ben Smith,17,1.49,17,Super Senior,Fine Arts
Daniel Davis,14,0.48,2,Junior,Fine Arts
Joe Scott,14,4.46,21,Junior,Business
Alex Johnson,14,2.03,5,Senior,Culinary
Ben Brown,19,1.09,28,Freshman,Engineering
Hayden Fraker,16,1.66,56,Sophmore,Engineering
Bob Miller,14,2.49,16,Super Senior,Engineering
Lily Jones,16,3.57,29,Super Senior,Early College
Josh German,14,2.91,39,Senior,Business
Mac Garcia,17,2.09,22,Super Senior,Construction
Sophie Johnson,14,2.44,58,Junior,Bio Med
Tom Scott,15,3.29,0,Senior,Engineering
Isabelle Johnson,15,1.03,30,Freshman,Early College
Daniel King,16,2.57,42,Sophmore,Fine Arts
Joe Anderson,17,2.73,54,Sophmore,Business
Ian Smith,19,3.0,43,Super Senior,Bio Med
Mac Fraker,16,1.28,53,Junior,Marketing
Alex Smith,17,1.27,21,Freshman,Bio Med
Ian Anderson,14,3.56,27,Senior,Culinary
Sarah Anderson,17,3.22,11,Senior,Construction
Joe Garcia,19,2.55,31,Junior,Engineering
Josh Anderson,14,1.58,28,Sophmore,Business
Josh German,15,0.77,17,Junior,Computer Science
Rachel Miller,18,3.46,47,Junior,Early College
Joe Moore,17,2.1,19,Junior,Business
Bob Smith,15,2.38,27,Super Senior,Early College
Sophie Foster,18,4.08,10,Sophmore,Early Childhood Education
Mac Fraker,18,1.44,41,Junior,Computer Science
Hayden Fraker,17,0.83,5,Freshman,Construction
Alex Jones,17,2.41,37,Super Senior,Engineering
Mac Scott,19,2.56,3,Sophmore,Early College
Ben Anderson,17,3.95,30,Junior,Computer Science
Marie King,16,3.47,30,Junior,Construction
Joe Brown,15,0.61,56,Sophmore,Fine Arts
Alex Davis,15,3.09,44,Senior,Business
Daniel Miller,14,4.3,29,Junior,Bio Med
Marie Fraker,18,4.19,6,Senior,Fine Arts
Alex Davis,19,3.02,6,Senior,Construction
Sarah Davis,17,4.36,43,Super Senior,Marketing
Hayden Johnson,18,0.55,34,Junior,Engineering
Isabelle Johnson,19,1.23,33,Super Senior,Marketing
Sarah Johnson,16,1.84,8,Junior,Business
Sophie Brown,17,4.38,30,Sophmore,Early Childhood Education
Ben Garcia,18,1.37,11,Super Senior,Fine Arts
Lily Johnson,19,4.01,43,Junior,Engineering
Isabelle Scott,18,4.43,7,Junior,Engineering
Hayden Davis,15,2.92,18,Freshman,Engineering
Lily Jones,16,2.56,55,Sophmore,Culinary
Tom Anderson,14,3.39,45,Sophmore,Early Childhood Education
Hayden Moore,15,2.11,9,Super Senior,Bio Med
Ben Moore,16,3.29,56,Freshman,Marketing
Bob King,15,1.57,51,Senior,Computer Science
Sophie Jones,19,1.75,54,Senior,Computer Science
Rachel German,16,4.41,36,Sophmore,Bio Med
Marie Garcia,15,3.47,35,Junior,Engineering
Tom Johnson,15,2.71,21,Junior,Business
Alex Anderson,15,2.0,20,Freshman,Marketing
Tom Fraker,18,0.79,5,Super Senior,Bio Med
Sarah German,18,4.35,47,Super Senior,Marketing
Tom Fraker,15,4.18,1,Freshman,Business
Josh Williams,15,2.86,29,Sophmore,Bio Med
Joe Smith,18,2.88,43,Junior,Early Childhood Education
Emma Jones,14,3.92,47,Senior,Culinary
Daniel Moore,15,0.76,38,Junior,Fine Arts
Isabelle Smith,14,4.0,15,Super Senior,Early Childhood Education
Tom Jones,17,1.65,0,Senior,Fine Arts
Tom Anderson,15,2.82,28,Junior,Construction
Isabelle Brown,18,2.11,46,Sophmore,Marketing
Bob Smith,16,1.45,9,Sophmore,Bio Med
Daniel German,16,0.35,6,Junior,Culinary
Ben Brown,17,3.31,42,Super Senior,Early College
Mac Miller,14,4.06,20,Super Senior,Marketing
Ian Miller,16,2.81,58,Sophmore,Bio Med
Bob Garcia,15,0.49,32,Super Senior,Marketing
Sophie White,17,3.18,52,Junior,Culinary
Isabelle Miller,19,3.33,16,Senior,Early College
Mac Jones,15,3.42,20,Freshman,Marketing
Hayden Jones,16,3.91,46,Junior,Business
Josh Miller,19,4.18,54,Freshman,Construction
Marie Johnson,18,3.57,6,Super Senior,Computer Science
Josh King,18,2.94,26,Senior,Bio Med
Isabelle Garcia,17,2.31,45,Super Senior,Bio Med
Daniel German,19,3.29,25,Super Senior,Early Childhood Education
Emma Anderson,19,0.4,55,Super Senior,Culinary
Sophie Jones,16,0.44,12,Junior,Construction
Josh Davis,18,2.21,23,Freshman,Early College
Sarah Brown,15,2.1,57,Junior,Bio Med
Josh White,19,0.98,42,Senior,Marketing
Ian Johnson,18,2.22,55,Sophmore,Fine Arts
Isabelle Garcia,19,0.47,25,Sophmore,Bio Med
Marie Anderson,15,2.32,45,Junior,Fine Arts
Hayden Jones,14,2.19,14,Senior,Computer Science
Tom Fraker,18,1.5,13,Sophmore,Early College
Hayden King,17,3.39,37,Junior,Culinary
Daniel Jones,18,3.75,53,Sophmore,Early Childhood Education
Emma German,19,0.5,20,Sophmore,Bio Med
Mac Miller,17,4.19,53,Junior,Engineering
Mac Foster,14,1.04,50,Senior,Early Childhood Education
Sophie Johnson,16,2.67,35,Freshman,Culinary
Bob Johnson,17,1.39,18,Sophmore,Early Childhood Education
Ian Jones,14,2.58,40,Sophmore,Engineering
Emma Jones,18,1.16,60,Sophmore,Early Childhood Education
Daniel Scott,19,3.14,31,Sophmore,Marketing
Mac Foster,16,2.97,21,Junior,Bio Med
Isabelle Smith,15,0.5,58,Freshman,Culinary
Emma Scott,16,3.88,42,Sophmore,Marketing
Emma White,15,3.27,23,Junior,Early Childhood Education
Sophie Miller,18,2.59,4,Freshman,Business
Marie Brown,15,3.11,34,Junior,Computer Science
Daniel Johnson,15,0.81,2,Senior,Early College
Lily Brown,19,1.47,31,Senior,Culinary
Hayden Fraker,14,2.87,46,Senior,Bio Med
Rachel Jones,15,2.25,29,Super Senior,Culinary
Bob Williams,17,0.79,59,Senior,Business
Ben Scott,14,2.97,38,Freshman,Culinary
Sophie Miller,14,3.8,52,Senior,Marketing
Josh Brown,17,3.86,14,Sophmore,Early Childhood Education
Rachel Anderson,19,3.35,18,Sophmore,Culinary
Joe Smith,14,0.47,23,Sophmore,Construction
Bob Miller,17,4.11,2,Freshman,Computer Science
Tom King,15,0.76,35,Freshman,Engineering
Isabelle White,15,3.06,8,Senior,Engineering
Tom Brown,17,3.28,58,Senior,Fine Arts
Bob White,16,2.97,58,Sophmore,Computer Science
Mac Foster,14,3.17,18,Super Senior,Construction
Rachel Scott,17,2.8,24,Freshman,Early Childhood Education
Sarah Fraker,18,3.79,50,Super Senior,Early College
Joe Foster,14,4.35,42,Super Senior,Culinary
Joe Brown,14,4.38,28,Super Senior,Business
Tom Foster,18,2.25,6,Senior,Culinary
Tom Moore,15,2.08,51,Super Senior,Engineering
Mac Jones,14,3.1,27,Senior,Fine Arts
Alex Moore,19,2.92,4,Super Senior,Business
Sophie Williams,14,1.83,30,Super Senior,Construction
Emma Johnson,15,1.74,59,Super Senior,Early College
Joe Scott,17,3.77,48,Freshman,Bio Med
Alex Williams,16,0.88,60,Senior,Culinary
Alex German,17,4.13,0,Junior,Fine Arts
Hayden Garcia,17,1.82,58,Freshman,Early Childhood Education
Isabelle German,17,2.65,30,Freshman,Computer Science
Ben White,17,2.25,19,Sophmore,Early College
Isabelle Williams,19,3.54,25,Freshman,Bio Med
Mac German,16,2.43,44,Freshman,Business
Isabelle King,15,4.44,56,Sophmore,Early College
Daniel Garcia,17,2.45,29,Freshman,Marketing
Ian Smith,18,0.5,44,Junior,Culinary
Sophie German,18,3.93,24,Freshman,Early Childhood Education
Marie White,15,2.45,11,Sophmore,Early Childhood Education
Rachel King,14,2.47,28,Senior,Culinary
Emma German,16,2.27,57,Freshman,Early Childhood Education
Emma Foster,17,0.82,42,Senior,Engineering
Lily Scott,19,4.48,35,Freshman,Bio Med
Marie German,14,3.26,37,Freshman,Engineering
Lily Williams,19,2.21,30,Sophmore,Marketing
Marie Moore,15,3.57,2,Junior,Fine Arts
Ben White,17,0.91,11,Super Senior,Fine Arts
Joe Garcia,17,3.92,49,Senior,Early Childhood Education
Ian Anderson,19,0.94,50,Freshman,Fine Arts
Rachel Miller,19,0.33,36,Freshman,Bio Med
Rachel Foster,17,3.83,41,Freshman,Bio Med
Marie Miller,19,1.31,35,Sophmore,Marketing
Emma Williams,19,3.68,52,Freshman,Marketing
Bob Brown,14,1.26,32,Senior,Early College
Hayden Miller,17,0.81,6,Senior,Engineering
Rachel Garcia,19,4.18,44,Freshman,Culinary
Emma Johnson,16,1.76,44,Super Senior,Bio Med
Daniel Foster,15,1.06,26,Senior,Bio Med
Josh Jones,18,1.53,33,Sophmore,Early College
Ian Foster,19,0.45,56,Senior,Fine Arts
Bob Johnson,16,1.21,35,Junior,Bio Med
Bob Smith,16,1.25,46,Sophmore,Computer Science
Rachel Fraker,15,3.45,26,Junior,Bio Med
Josh Scott,16,3.93,4,Junior,Marketing
Ian Miller,16,1.35,46,Senior,Computer Science
Lily Johnson,18,1.85,54,Freshman,Engineering
Bob German,16,2.06,15,Junior,Engineering
Ian Miller,14,1.94,56,Super Senior,Computer Science
Sophie Johnson,16,2.58,22,Super Senior,Bio Med
Lily Williams,18,1.89,48,Senior,Early College
Ben King,14,3.82,45,Senior,Early Childhood Education
Isabelle Jones,16,1.65,21,Sophmore,Computer Science
Joe King,18,3.5,44,Junior,Computer Science
Marie Jones,19,3.85,13,Junior,Computer Science
Josh Foster,18,2.68,2,Senior,Construction
Ben German,16,2.2,25,Junior,Computer Science
Ben White,15,0.42,4,Senior,Early College
Daniel Brown,17,1.35,16,Sophmore,Bio Med
Emma Foster,14,4.31,30,Senior,Computer Science
Ben Jones,17,4.07,13,Sophmore,Construction
Rachel King,19,0.31,13,Sophmore,Bio Med
Sophie Anderson,17,2.61,14,Senior,Construction
Emma Jones,16,2.0,18,Junior,Computer Science
Emma Garcia,19,2.69,41,Junior,Construction
Hayden Fraker,15,0.66,52,Senior,Business
Lily Smith,19,2.12,30,Sophmore,Fine Arts
Sarah White,18,1.29,32,Super Senior,Fine Arts
Sarah Garcia,16,0.96,33,Super Senior,Bio Med
Sophie White,17,2.19,51,Senior,Marketing
Josh Anderson,15,1.55,31,Super Senior,Culinary
Sarah Davis,17,3.52,46,Senior,Construction
Josh Miller,17,1.01,41,Freshman,Computer Science
Alex Scott,14,1.51,27,Sophmore,Engineering
Joe Foster,16,3.45,50,Junior,Culinary
Josh Davis,16,3.7,8,Junior,Early Childhood Education
Isabelle Davis,16,2.98,21,Junior,Business
Sarah Scott,18,4.23,51,Junior,Bio Med
Hayden White,15,2.03,2,Junior,Bio Med
Joe White,15,2.3,1,Junior,Business
Marie Scott,17,3.03,38,Super Senior,Early College
Sophie Davis,16,1.05,15,Sophmore,Business
Sophie Johnson,19,2.76,56,Super Senior,Computer Science
Joe Foster,15,1.9,21,Senior,Construction
Isabelle Scott,19,4.16,26,Senior,Fine Arts
Rachel Fraker,15,1.01,43,Super Senior,Fine Arts
Bob Fraker,17,4.42,26,Super Senior,Fine Arts
Bob Williams,18,3.05,45,Freshman,Engineering
Alex Miller,15,0.58,43,Sophmore,Business
Joe Davis,18,2.01,29,Super Senior,Computer Science
Alex White,16,1.18,30,Junior,Construction
Isabelle King,19,4.23,54,Super Senior,Business
Sarah Jones,17,1.67,53,Freshman,Engineering
Bob Fraker,16,2.35,54,Senior,Engineering
Bob Anderson,15,4.28,10,Junior,Bio Med
Marie Johnson,16,1.56,3,Sophmore,Early College
Daniel Scott,14,3.65,30,Junior,Business
Mac Brown,18,3.64,15,Sophmore,Bio Med
Hayden Fraker,16,4.36,33,Senior,Computer Science
Bob Moore,18,1.83,25,Junior,Construction
Marie Jones,18,2.04,30,Super Senior,Early Childhood Education
Bob Williams,14,1.95,47,Senior,Construction
Ian Smith,15,1.38,43,Junior,Early College
Joe Brown,15,1.95,54,Sophmore,Bio Med
Ben Fraker,15,1.87,35,Freshman,Early Childhood Education
Lily Fraker,18,1.01,26,Junior,Early Childhood Education
Hayden Moore,18,0.96,15,Junior,Bio Med
Josh Scott,15,1.41,18,Super Senior,Fine Arts
Daniel Smith,19,3.03,31,Super Senior,Fine Arts
Tom Williams,16,3.33,21,Junior,Business
Alex Fraker,15,2.38,7,Junior,Early Childhood Education
Alex White,14,2.48,50,Super Senior,Early Childhood Education
Lily Anderson,19,3.71,42,Freshman,Business
Rachel Smith,19,3.83,18,Sophmore,Engineering
Rachel Jones,14,0.71,52,Super Senior,Marketing
Sophie Scott,18,1.79,2,Senior,Early College
Mac Williams,14,3.03,14,Junior,Early College
Rachel Brown,14,2.26,48,Super Senior,Business
Sophie Anderson,16,3.31,31,Sophmore,Culinary
Joe Williams,18,0.75,15,Super Senior,Bio Med
Rachel Fraker,14,2.15,33,Freshman,Marketing
Isabelle Anderson,19,3.7,6,Junior,Early College
Tom German,17,2.81,45,Sophmore,Early College
Sarah Jones,14,3.04,42,Freshman,Early Childhood Education
Ben Anderson,16,0.62,46,Super Senior,Computer Science
Lily Smith,17,2.04,50,Junior,Business
Emma Smith,15,4.14,27,Freshman,Engineering
Tom Johnson,15,0.35,5,Sophmore,Marketing
Sophie White,19,2.34,39,Sophmore,Bio Med
Marie Davis,16,2.55,26,Junior,Culinary
Ian White,18,3.7,38,Freshman,Business
Ian Jones,16,0.5,6,Freshman,Early Childhood Education
Ian German,15,1.62,55,Sophmore,Business
Alex German,18,3.62,5,Senior,Construction
Emma Williams,15,2.67,8,Senior,Bio Med
Ben White,19,2.37,50,Senior,Engineering
Ben Williams,19,1.26,38,Freshman,Fine Arts
Sarah White,18,2.22,32,Junior,Marketing
Ian Garcia,15,3.83,32,Super Senior,Early Childhood Education
Rachel Fraker,19,2.63,16,Super Senior,Engineering
Ian Foster,14,4.26,35,Super Senior,Business
Emma Williams,17,2.64,18,Senior,Construction
Sophie Foster,17,3.21,52,Freshman,Early Childhood Education
Sophie Garcia,15,1.46,43,Freshman,Fine Arts
Lily Garcia,14,3.61,5,Junior,Fine Arts
Bob King,18,0.55,10,Junior,Engineering
Sophie Moore,16,3.34,45,Super Senior,Culinary
Rachel Davis,17,3.07,22,Senior,Early Childhood Education
Sophie Smith,19,3.76,17,Super Senior,Construction
Josh Brown,14,3.53,22,Senior,Engineering
Sophie King,17,4.06,27,Sophmore,Engineering
Ian German,16,4.11,27,Freshman,Bio Med
Ben King,19,3.77,46,Freshman,Marketing
Sophie Smith,19,2.99,28,Junior,Business
Sarah Brown,15,4.05,28,Senior,Bio Med
Josh Miller,18,2.77,16,Freshman,Marketing
Tom Williams,17,0.45,34,Junior,Culinary
Mac Scott,15,3.98,54,Sophmore,Culinary
Ian Jones,15,4.48,12,Sophmore,Fine Arts
Isabelle Moore,19,2.22,47,Freshman,Business
Daniel Moore,16,4.16,1,Freshman,Marketing
Mac Foster,18,2.78,44,Senior,Computer Science
Josh Williams,19,3.79,12,Junior,Culinary
Mac Scott,19,0.84,21,Freshman,Culinary
Rachel Foster,14,0.57,17,Junior,Computer Science
Isabelle Fraker,15,0.52,11,Sophmore,Bio Med
Hayden Brown,15,3.17,19,Freshman,Computer Science
Sarah Smith,19,0.38,6,Senior,Computer Science
Rachel Anderson,17,0.35,52,Senior,Construction
Rachel Garcia,19,4.31,40,Sophmore,Construction
Daniel Scott,17,4.06,39,Super Senior,Bio Med
Tom German,19,1.07,28,Sophmore,Early College
Emma German,17,3.23,40,Freshman,Business
Rachel Davis,17,1.41,13,Senior,Early College
Hayden Miller,15,0.83,18,Freshman,Computer Science
Marie Johnson,15,2.0,39,Senior,Bio Med
Sarah Davis,19,2.63,24,Sophmore,Construction
Sarah Williams,18,1.93,28,Senior,Culinary
Hayden Anderson,17,2.87,59,Sophmore,Early College
Joe White,14,0.54,24,Sophmore,Bio Med
Josh Davis,16,2.37,5,Junior,Culinary
Sarah Davis,15,3.23,20,Junior,Computer Science
Ian Jones,15,1.7,9,Super Senior,Construction
Joe German,18,2.21,22,Freshman,Early College
Marie German,17,1.78,7,Freshman,Business
Lily German,15,3.32,0,Junior,Business
Josh German,14,0.64,14,Senior,Marketing
Sophie Moore,19,0.72,9,Super Senior,Fine Arts
Joe Scott,19,4.44,44,Freshman,Early College
Lily Scott,17,0.96,59,Junior,Fine Arts
Alex Garcia,19,3.59,3,Freshman,Early Childhood Education
Emma Moore,15,0.89,56,Super Senior,Early College
Lily Miller,19,0.63,28,Junior,Fine Arts
Daniel Miller,19,1.19,8,Super Senior,Business
Emma Anderson,15,2.16,15,Sophmore,Computer Science
Joe Garcia,18,0.95,4,Super Senior,Computer Science
Sophie Smith,19,2.27,28,Sophmore,Marketing
Ian Moore,18,2.56,48,Super Senior,Business
Daniel Miller,16,0.92,26,Freshman,Culinary
Isabelle King,16,1.66,52,Freshman,Marketing
Josh Fraker,18,4.01,58,Senior,Construction
Joe Foster,15,3.09,3,Senior,Marketing
Emma Johnson,18,0.47,9,Freshman,Early College
Ian Anderson,18,3.9,0,Super Senior,Business
Alex White,17,4.37,50,Super Senior,Bio Med
Rachel Davis,15,0.97,48,Freshman,Early College
Tom Williams,15,3.29,11,Sophmore,Construction
Emma Foster,15,4.14,54,Junior,Engineering
Daniel German,18,0.53,4,Freshman,Culinary
Rachel White,19,3.25,14,Senior,Construction
Mac Foster,16,2.16,57,Senior,Fine Arts
Hayden German,16,0.92,38,Junior,Early Childhood Education
Ian Brown,18,4.39,17,Junior,Culinary
Joe Johnson,15,0.74,7,Senior,Construction
Mac Williams,18,0.42,21,Super Senior,Early College
Bob German,14,1.51,28,Sophmore,Early College
Tom King,14,0.97,43,Freshman,Engineering
Mac German,17,3.7,51,Super Senior,Construction
Daniel Anderson,18,0.95,29,Sophmore,Marketing
Hayden Brown,14,0.57,8,Sophmore,Engineering
Sophie Foster,19,2.95,32,Sophmore,Bio Med
Lily Williams,15,0.72,46,Sophmore,Computer Science
Isabelle Fraker,15,3.0,43,Freshman,Early College
Isabelle King,19,2.85,55,Freshman,Early Childhood Education
Tom Smith,17,4.24,32,Sophmore,Business
Ian Foster,17,1.22,20,Sophmore,Marketing
Emma Jones,18,1.61,33,Senior,Construction
Tom Jones,15,3.52,37,Junior,Culinary
Ian Anderson,16,1.01,57,Super Senior,Fine Arts
Daniel Fraker,15,2.48,10,Junior,Bio Med
Joe Johnson,19,0.95,39,Sophmore,Early College
Josh Fraker,14,1.98,9,Sophmore,Bio Med
Ben Scott,14,2.86,35,Freshman,Business
Ben Foster,15,0.48,58,Super Senior,Bio Med
Mac Smith,19,1.12,1,Freshman,Early Childhood Education
Mac Jones,16,3.84,56,Senior,Engineering
Emma Scott,18,0.37,26,Freshman,Culinary
Josh Williams,18,3.97,54,Super Senior,Bio Med
Tom Smith,15,4.11,51,Senior,Early College
Isabelle Williams,17,3.07,59,Freshman,Culinary
Ben Davis,15,2.25,24,Junior,Business
Rachel Jones,17,0.43,34,Freshman,Early Childhood Education
Sarah Moore,17,2.28,39,Sophmore,Early College
Joe Davis,16,0.76,41,Super Senior,Construction
Hayden Anderson,16,0.57,41,Junior,Business
Rachel Miller,14,4.31,43,Super Senior,Computer Science
Isabelle Foster,18,2.86,27,Junior,Construction
Emma Anderson,14,1.01,9,Sophmore,Computer Science
Alex Miller,16,3.27,24,Super Senior,Computer Science
Daniel Fraker,15,1.65,28,Senior,Construction
Josh Moore,17,2.75,40,Super Senior,Early College
Emma Scott,14,3.95,13,Sophmore,Culinary
Emma Fraker,18,2.45,14,Senior,Construction
Hayden Foster,16,1.84,31,Freshman,Computer Science
Sophie Foster,17,3.11,42,Super Senior,Early Childhood Education
Emma Garcia,15,1.68,38,Sophmore,Engineering
Hayden Brown,16,2.74,4,Sophmore,Early Childhood Education
Lily Davis,14,3.02,7,Senior,Early College
Marie Williams,16,1.1,15,Senior,Early Childhood Education
Hayden Davis,19,0.32,30,Sophmore,Early College
Ben Smith,16,2.21,33,Junior,Computer Science
Joe Foster,17,2.22,48,Junior,Early College
Marie Fraker,16,4.21,38,Senior,Fine Arts
Emma Anderson,17,3.44,53,Sophmore,Computer Science
Ian Williams,19,3.29,21,Senior,Marketing
Bob Brown,19,3.81,13,Sophmore,Computer Science
Ian Johnson,19,2.37,58,Super Senior,Computer Science
Hayden Smith,16,2.51,55,Super Senior,Marketing
Josh Davis,15,2.58,10,Super Senior,Early College
Bob Smith,15,1.4,36,Junior,Marketing
Joe Smith,15,2.76,45,Junior,Marketing
Mac Scott,18,1.89,9,Junior,Culinary
Ian Scott,14,1.26,24,Freshman,Marketing
Sophie Garcia,17,2.02,28,Freshman,Culinary
Lily King,19,1.97,46,Super Senior,Early College
Alex Williams,14,1.08,27,Freshman,Early College
Ben Scott,19,0.58,39,Super Senior,Culinary
Lily Scott,14,1.12,33,Super Senior,Early College
Marie Fraker,15,3.59,15,Freshman,Culinary
Rachel Jones,15,4.48,18,Senior,Computer Science
Tom Williams,14,1.29,12,Freshman,Fine Arts
Marie Brown,19,0.96,60,Junior,Computer Science
Sophie White,19,0.4,38,Freshman,Computer Science
Sophie Garcia,16,3.64,49,Junior,Engineering
Lily Scott,17,4.47,5,Super Senior,Fine Arts
Sarah German,18,3.66,44,Sophmore,Fine Arts
Marie Foster,14,0.36,60,Senior,Fine Arts
Sarah Johnson,17,2.85,0,Freshman,Construction
Joe German,14,2.36,48,Senior,Fine Arts
Sarah Scott,14,3.5,24,Senior,Bio Med
Bob Johnson,19,3.99,1,Super Senior,Culinary
Alex Brown,16,2.59,31,Super Senior,Bio Med
Lily Fraker,17,3.63,3,Sophmore,Bio Med
Ian Johnson,19,0.94,26,Junior,Marketing
Joe Davis,19,1.79,33,Senior,Computer Science
Bob Scott,18,3.24,18,Senior,Early College
Mac Garcia,17,1.7,2,Sophmore,Early Childhood Education
Sophie Johnson,14,2.89,48,Freshman,Construction
Alex Johnson,16,3.46,36,Senior,Bio Med
Lily Garcia,14,1.53,56,Senior,Business
Josh Garcia,18,2.99,47,Sophmore,Fine Arts
Marie King,17,0.44,40,Senior,Bio Med
Lily Foster,18,2.99,33,Senior,Fine Arts
Sarah Miller,16,4.3,30,Super Senior,Engineering
Joe Scott,16,3.62,7,Freshman,Early Childhood Education
Rachel Foster,18,0.71,37,Freshman,Marketing
Marie Moore,17,1.33,14,Super Senior,Culinary
Tom Williams,16,0.68,6,Super Senior,Construction
Sophie King,18,2.13,10,Super Senior,Marketing
Tom German,16,4.32,50,Sophmore,Marketing
Ben Moore,15,3.78,37,Junior,Engineering
